date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:28:56	9653/9653	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2013:28:56%20GMT	https://massarservice.men.gov.ma/moutamadris/Account	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/Account.html	(from )
14:28:58	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2013:28:56%20GMT	https://massarservice.men.gov.ma/robots.txt		(from )
14:28:58	3697/3697	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-57x57.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-57x57.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:28:59	3988/3988	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-60x60.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-60x60.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:00	5047/5047	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-72x72.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-72x72.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:01	5433/5433	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-76x76.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-76x76.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:02	9383/9383	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-114x114.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-114x114.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:03	10206/10206	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-120x120.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-120x120.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:04	13438/13438	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-144x144.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-144x144.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:05	14860/14860	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-152x152.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-152x152.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:06	19476/19476	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-180x180.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/apple-icon-180x180.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:07	20348/20348	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/android-icon-192x192.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/android-icon-192x192.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:08	1904/1904	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/favicon-32x32.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/favicon-32x32.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:09	7449/7449	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/favicon-96x96.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/favicon-96x96.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:10	1132/1132	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/favicon-16x16.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/favicon-16x16.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:11	760/760	---M--	200	added ('OK')	application/json	etag:%2207c9d82261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/manifest.json	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/manifest.json	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:12	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2013:29:12%20GMT	https://massarservice.men.gov.ma/moutamadris/assets/img/favicon/ms-icon-144x144.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/assets/img/favicon/ms-icon-144x144.f.delayed	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:13	37895/37895	---M-Z	200	added ('OK')	text/css	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/login.css	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/login.css	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:14	21324/21324	---M--	200	added ('OK')	image/png	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/medias/ministry-logo-ar.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/medias/ministry-logo-ar.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:15	28614/28614	---M--	200	added ('OK')	image/png	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/medias/massar-logo.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/medias/massar-logo.png	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:16	15625/15625	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2013:29:16%20GMT	https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/MotPassOublieEleve.html	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:17	168/168	---M--	302	error ('Found')	text/html	date:Wed,%2013%20Nov%202024%2013:29:17%20GMT	https://massarservice.men.gov.ma/moutamadris/General/SetCulture?culture=ar	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/General/SetCulture.1481b9.delayed	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:18	168/168	---M--	302	error ('Found')	text/html	date:Wed,%2013%20Nov%202024%2013:29:18%20GMT	https://massarservice.men.gov.ma/moutamadris/General/SetCulture?culture=fr	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/General/SetCulture.15e90a.delayed	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:19	97168/97168	---M-Z	200	added ('OK')	application/javascript	etag:%2207c9d82261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/js/lib/jquery-1.12.4.min.js	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/js/lib/jquery-1.12.4.min.js	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:20	53181/53181	---M-Z	200	added ('OK')	application/javascript	etag:%2207c9d82261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/js/plugin/slick.min.js	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/js/plugin/slick.min.js	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:21	45483/45483	---M-Z	200	added ('OK')	application/javascript	etag:%2207c9d82261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/js/plugin/jquery.mCustomScrollbar.concat.min.js	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/js/plugin/jquery.mCustomScrollbar.concat.min.js	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:22	4087/4087	---M-Z	200	added ('OK')	application/javascript	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/js/scripts.min.js	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/js/scripts.min.js	(from https://massarservice.men.gov.ma/moutamadris/Account)
14:29:24	189274/189274	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220a9ce83261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/fonts/NeoSansArabicRegular.eot	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/fonts/NeoSansArabicRegular.eot	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/login.css)
14:29:25	52176/52176	---M--	200	added ('OK')	application/font-woff2	etag:%2207c9d82261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/fonts/NeoSansArabicRegular.woff2	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/fonts/NeoSansArabicRegular.woff2	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/login.css)
14:29:26	77628/77628	---M--	200	added ('OK')	font/x-woff	etag:%2207c9d82261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/fonts/NeoSansArabicRegular.woff	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/fonts/NeoSansArabicRegular.woff	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/login.css)
14:29:27	189052/189052	---M--	200	added ('OK')	application/octet-stream	etag:%220a9ce83261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/fonts/NeoSansArabicRegular.ttf	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/fonts/NeoSansArabicRegular.ttf	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/login.css)
14:29:29	384361/384361	---MCZ	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2013:29:28%20GMT	https://massarservice.men.gov.ma/moutamadris/Content/css-rtl?v=MF3NswnQ5ZKHw3FS4JMsmVWfTyn4TbWNboksCj_czdU1	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/Content/css-rtleca5.css	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:29	32330/32330	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2013:29:29%20GMT	https://massarservice.men.gov.ma/moutamadris/Content/cssEleve?v=EBUBY7l-w6tpd9VD5u2_XjqUQ16KJi2XcgFFLZfdeEQ1	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/Content/cssEleve5036.css	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:30	526065/526065	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/fonts/NeoSansArabicRegular.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/fonts/NeoSansArabicRegular.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/login.css)
14:29:30	13438/13438	---M--	200	added ('OK')	image/png	etag:%2204f6c81261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/ms-icon-144x144.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/favicon/ms-icon-144x144.png	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:31	510665/510665	---M-Z	200	added ('OK')	text/css	etag:%220d6ff84261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:32	1126/1126	---M-Z	200	added ('OK')	text/css	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/Content/plugins/notifications/pnotify.custom.min.css	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/Content/plugins/notifications/pnotify.custom.min.css	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:34	264862/264862	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2013%20Nov%202024%2013:29:33%20GMT	https://massarservice.men.gov.ma/moutamadris/bundles/jquery?v=IIYxNV3JKJgFOuOSgcJvreNBlX2YuxBozEiTNFaPfjg1	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/bundles/jquery01ec	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:34	40847/40847	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2013%20Nov%202024%2013:29:34%20GMT	https://massarservice.men.gov.ma/moutamadris/bundles/bootstrap?v=-ktyuuYVm8reiCqek-REkH9kFQQZ53F1Ay-TXz9RIew1	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/bundles/bootstrap0b3b	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:36	388604/388604	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2013%20Nov%202024%2013:29:35%20GMT	https://massarservice.men.gov.ma/moutamadris/bundles/plugins?v=SLZaVqUT70gA5-djXVMEq1ao9DHxJn8iSyaWofXRT7o1	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/bundles/pluginse733	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:36	50985/50985	---M-Z	200	added ('OK')	application/javascript	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/Scripts/Keyboard.js	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/Scripts/Keyboard.js	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:37	7473/7473	---M-Z	200	added ('OK')	text/css	etag:%220c8d87d261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/Content/Keyboard.css	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/Content/Keyboard.css	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:38	14460/14460	---M--	200	added ('OK')	image/gif	etag:%220c8d87d261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/images/ezgif.gif	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/images/ezgif.gif	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:39	605/605	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2013%20Nov%202024%2013:29:39%20GMT	https://massarservice.men.gov.ma/moutamadris/bundles/globalize?v=GzH8xL2QKA0JFOjvg7v966cDtfhIkPDoW8nKFeId3IQ1	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/bundles/globalize23e5	(from https://massarservice.men.gov.ma/moutamadris/MotPassOublieEleve)
14:29:41	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/fonts/glyphicons-halflings-regular.eot	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/fonts/glyphicons-halflings-regular.eot	(from https://massarservice.men.gov.ma/moutamadris/Content/css-rtl?v=MF3NswnQ5ZKHw3FS4JMsmVWfTyn4TbWNboksCj_czdU1)
